 #BLOK001# 3DCUBUK PROBLEMI
   0.   1.   0.    .0000000000    0    2    1   12    0    1
 #BLOK003# R1    R2    R3    R4  H  Alfa1 Alfa2 Tur
    3    1    5    1    2    1
       .0090000000       .0150000000       .0000000000       .0000000000         .0450000000        7.8339508105         .0000000000        4.00000     240.0
 #BLOK004# NOD X  Y  Z  ACI Ux  Uy  Uz  Dx  Dy  Dz  Tx Ty  Tz Mx  My  Mz  IBIT
   1.         .0090000000         .0000000000         .0000000000      .000000000000000000   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.
   2.         .0090497349         .0009511655         .0001311087      .104719755119659800   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   3.         .0089973277         .0019124410         .0002636267      .209439510239319500   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   4.         .0088412591         .0028726992         .0003975424      .314159265358979300   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   5.         .0085812370         .0038206129         .0005328446      .418879020478639100   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   6.         .0082182202         .0047447917         .0006695216      .523598775598298800   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   7.         .0077544279         .0056339216         .0008075620      .628318530717958600   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   8.         .0071933323         .0064769055         .0009469543      .733038285837618400   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   9.         .0065396365         .0072630021         .0010876869      .837758040957278200   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  10.         .0057992362         .0079819639         .0012297483      .942477796076938100   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  11.         .0049791667         .0086241696         .0013731269     1.047197551196598000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  12.         .0040875338         .0091807512         .0015178111     1.151917306316258000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  13.         .0031334323         .0096437131         .0016637894     1.256637061435917000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  14.         .0021268500         .0100060424         .0018110500     1.361356816555577000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  15.         .0010785595         .0102618084         .0019595815     1.466076571675237000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  16.         .0000000000         .0104062500         .0021093720     1.570796326794896000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  17.        -.0010968520         .0104358498         .0022604101     1.675516081914556000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  18.        -.0021996191         .0103483941         .0024126839     1.780235837034216000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  19.        -.0032956662         .0101430177         .0025661819     1.884955592153875000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  20.        -.0043722494         .0098202330         .0027208924     1.989675347273535000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  21.        -.0054166667         .0093819419         .0028768036     2.094395102393195000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  22.        -.0064164108         .0088314318         .0030339039     2.199114857512855000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  23.        -.0073593215         .0081733545         .0031921814     2.303834612632515000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  24.        -.0082337350         .0074136883         .0033516246     2.408554367752175000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  25.        -.0090286297         .0065596834         .0035122216     2.513274122871835000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  26.        -.0097337647         .0056197917         .0036739608     2.617993877991494000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  27.        -.0103398120         .0046035809         .0038368303     2.722713633111154000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  28.        -.0108384778         .0035216349         .0040008185     2.827433388230814000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  29.        -.0112226135         .0023854401         .0041659135     2.932153143350474000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  30.        -.0114863135         .0012072602         .0043321035     3.036872898470134000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  31.        -.0116250000         .0000000000         .0044993769     3.141592653589794000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  32.        -.0116354918        -.0012229395         .0046677218     3.246312408709454000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  33.        -.0115160578        -.0024478136         .0048371263     3.351032163829114000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  34.        -.0112664533        -.0036606926         .0050075788     3.455751918948774000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  35.        -.0108879393        -.0048476229         .0051790674     3.560471674068434000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  36.        -.0103832837        -.0059947917         .0053515804     3.665191429188094000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  37.        -.0097567450        -.0070886901         .0055251058     3.769911184307754000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  38.        -.0090140371        -.0081162755         .0056996318     3.874630939427413000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  39.        -.0081622782        -.0090651283         .0058751468     3.979350694547073000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  40.        -.0072099209        -.0099236047         .0060516387     4.084070449666733000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  41.        -.0061666667        -.0106809800         .0062290959     4.188790204786392000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  42.        -.0050433649        -.0113275830         .0064075063     4.293509959906052000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  43.        -.0038518968        -.0118549195         .0065868583     4.398229715025711000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  44.        -.0026050469        -.0122557819         .0067671400     4.502949470145371000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  45.        -.0013163618        -.0125243457         .0069483394     4.607669225265030000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  46.         .0000000000        -.0126562500         .0071304448     4.712388980384690000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  47.         .0013294278        -.0126486610         .0073134444     4.817108735504349000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  48.         .0026570248        -.0125003188         .0074973261     4.921828490624009000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  49.         .0039677782        -.0122115657         .0076820783     5.026548245743668000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  50.         .0052467332        -.0117843558         .0078676889     5.131268000863328000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  51.         .0064791667        -.0112222459         .0080541462     5.235987755982987000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  52.         .0076507598        -.0105303675         .0082414383     5.340707511102647000   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
